Date,Open,High,Low,Close,Volume
2025-10-04,121925.515625,122326.6328125,121905.6328125,122326.6328125,0
2025-10-04,122344.59375,122584.6484375,122335.6640625,122574.53125,495050752
2025-10-04,122570.2421875,122829.984375,122511.3828125,122581,1033011200
2025-10-04,122582.421875,122664.9921875,122474.0078125,122524.1640625,0
2025-10-04,122523.6015625,122523.6015625,122306.890625,122353.90625,0
2025-10-04,122347.9609375,122584.9453125,122258.3984375,122336.65625,0
2025-10-04,122327.984375,122500.4140625,122253.8359375,122262.796875,0
2025-10-04,122279.8984375,122371.640625,122170.953125,122176.375,0
2025-10-04,122166.28125,122263.140625,122041.546875,122057.734375,0
2025-10-04,122041.1875,122152.375,122021.5234375,122061.3984375,0
2025-10-04,122064.1171875,122498.4375,122064.1171875,122448.3984375,0
2025-10-04,122467.734375,122498.4296875,122067.3671875,122067.3671875,0
2025-10-04,121972.96875,122134.6171875,121769.1875,121813.265625,0
2025-10-04,121827.3515625,121987.2109375,121687.8984375,121737.0546875,0
2025-10-04,121718.15625,121897.3984375,121718.15625,121755.78125,0
2025-10-04,121790.671875,121871.296875,121591.8984375,121626.8515625,0
2025-10-04,121654.3046875,121955.1015625,121643.5390625,121952.3515625,0
2025-10-04,121981.8828125,122095.4921875,121952.6484375,121952.6484375,0
2025-10-04,121934.0078125,122350.8515625,121934.0078125,122238.0234375,0
2025-10-04,122234.0625,122373.234375,122205.9765625,122312.625,255746048
2025-10-04,122304.953125,122418.1875,122249.2578125,122416.4921875,0
2025-10-05,122443.71875,122455.2265625,122206.15625,122215.484375,0
2025-10-05,122214.203125,122426.390625,122212.3671875,122402.8515625,0
2025-10-05,122403.3515625,124278.71875,122396.8203125,124008.8984375,4766969856
2025-10-05,124113.8828125,124113.8828125,123384.9453125,123789.421875,2508894208
2025-10-05,123836.546875,125559.2109375,123836.546875,125223.9296875,6097498112
2025-10-05,125188.15625,125366.90625,124912.828125,124992.8359375,6076153856
2025-10-05,125100.59375,125188.3359375,124825.84375,125024.953125,1022914560
2025-10-05,125007.7265625,125102.1640625,124681.921875,124878.234375,1891188736
2025-10-05,124742.640625,124792.8984375,124593.765625,124599.2421875,0
2025-10-05,124597.6953125,124617.6015625,122902.7265625,123131.9375,5212553216
2025-10-05,123048.140625,123103.4921875,122630.2265625,123087.03125,2694131712
2025-10-05,123074.9765625,123518.1171875,122969.8203125,123516.5234375,1341161472
2025-10-05,123490.3203125,123490.3203125,123007.171875,123180.234375,2204581888
2025-10-05,123123.015625,123366.1484375,123123.015625,123187.90625,511922176
2025-10-05,123261.7734375,123352.453125,122856.1171875,123051.3671875,0
2025-10-05,123056.0703125,123056.0703125,122740.53125,122849.703125,0
2025-10-05,122840.3515625,123270.2734375,122460.3671875,123270.2734375,71491584
2025-10-05,123317.109375,123464.453125,123003.8359375,123070.9296875,302825472
2025-10-05,123125.765625,123199.375,122961.359375,123016.453125,1941405696
2025-10-05,123038.359375,123038.359375,122587.2421875,122587.2421875,0
2025-10-05,122549.6484375,123042.125,122549.6484375,122835.984375,1362673664
2025-10-05,122758.71875,122793.1796875,122573.2109375,122743.8671875,0
2025-10-05,122880.515625,123305.3125,122880.515625,123266.453125,0
2025-10-05,123255.8046875,123551.046875,123255.8046875,123507.8203125,2090729472
2025-10-06,123508.1484375,124301.5,123199.578125,123375.171875,3121209344
2025-10-06,123311.78125,124195.1640625,123298.265625,124084.796875,1047101440
2025-10-06,124104.90625,124184.0625,123585,124048.40625,0
2025-10-06,124137.5234375,124137.5234375,123809.0234375,123893.6484375,0
2025-10-06,123883.109375,124004.390625,123661.171875,123663.5234375,0
2025-10-06,123622.90625,123713.609375,123369.671875,123609.3125,0
2025-10-06,123604.9765625,124093.8125,123604.9765625,123954.8046875,0
2025-10-06,123945.109375,123985.578125,123370.2109375,123395.75,0
2025-10-06,123412.109375,123865.984375,123412.109375,123857.8984375,0
2025-10-06,123873.9921875,124039.984375,123830.75,123976.078125,0
2025-10-06,123997.4609375,124173.4453125,123954.9921875,124029.578125,0
2025-10-06,124009.8125,124498.140625,123823.4453125,124266.9375,1399029760
2025-10-06,124267.609375,124688.4765625,124257.1015625,124585.828125,830377984
2025-10-06,124589.21875,124994.21875,124484.65625,124994.21875,1335074816
2025-10-06,125095.40625,125284.359375,124493.3203125,124505.8828125,2010411008
2025-10-06,124516.6796875,125384.8671875,124516.6796875,125106.9140625,4177567744
2025-10-06,125033.015625,125371.5859375,124865.4140625,125369.234375,0
2025-10-06,125490.3515625,125792.4140625,125205.28125,125412.2734375,3593629696
2025-10-06,125223.234375,126149.0234375,125141.015625,126149.0234375,0
2025-10-06,126069.2265625,126104.3515625,125336.8359375,125424.2578125,3827097600
2025-10-06,125420.203125,125532.2109375,125098.140625,125251.1875,813752320
2025-10-06,125245.9765625,125292.671875,124688.8984375,125047.0703125,2631188480
2025-10-06,125187.28125,125273.28125,124844.25,125056.2265625,206987264
2025-10-06,125063.34375,125133.2109375,124712.2734375,124781.1953125,0
2025-10-07,124726.34375,124939.703125,124692.2421875,124923.9296875,0
2025-10-07,124924.6875,125097.65625,124538.796875,124705.328125,0
2025-10-07,124722.8125,124722.8125,124365.3359375,124367.9609375,0
2025-10-07,124366.7421875,124574.0859375,124209.2265625,124361.3046875,1364807680
2025-10-07,124363.9453125,124633.703125,124156.0078125,124580.90625,0
2025-10-07,124547.515625,124611.890625,124353.3828125,124404.9140625,493821952
2025-10-07,124471.2421875,124487.1796875,123900.28125,123975.2265625,0
2025-10-07,123965.203125,124036.828125,123670.8515625,123712.234375,859160576
2025-10-07,123715.4296875,124042.5859375,123492.21875,123954.1953125,277749760
2025-10-07,123951.4921875,124263.5234375,123944.421875,124229.578125,0
2025-10-07,124192.890625,124421.859375,124096.3515625,124349.78125,0
2025-10-07,124329.140625,124565.140625,124284.8125,124520.2890625,0
2025-10-07,124540.578125,125170.734375,124465.71875,125001.6171875,0
2025-10-07,124974.8203125,124974.8203125,123605.3359375,123985.734375,922464256
2025-10-07,123977.5,123977.5,122681.7265625,122808.078125,1833132032
2025-10-07,122799.2265625,122830.8671875,121428.3515625,121813.796875,5009268736
2025-10-07,121853.296875,122069.546875,121200.8203125,121866.6015625,4797267968
2025-10-07,121725.0859375,121822.3359375,121220.7265625,121272.375,0
2025-10-07,121214.8671875,121328.8359375,120716.625,120951.171875,724942848
2025-10-07,120938.1875,122009.2890625,120938.1875,121771.6875,0
2025-10-07,121742.6640625,122240.734375,121742.6640625,122153.09375,246145024
2025-10-07,121906.8515625,122326.6328125,121887.984375,121968.8125,0
2025-10-07,122056.40625,122163.25,121908.40625,122046.8203125,0
2025-10-07,122033.703125,122033.703125,121461.640625,121461.640625,0
2025-10-08,121408.8828125,122113.515625,121408.8828125,121988.1328125,1833869312
2025-10-08,121993.875,122070.71875,121717.6796875,122015.59375,1739284480
2025-10-08,122025.640625,122262.6796875,121924.71875,122105.84375,0
2025-10-08,122105.5625,122105.5625,121360.0390625,121418.9140625,0
2025-10-08,121411.4453125,121929.6171875,121236.359375,121929.6171875,1599135744
2025-10-08,121934.15625,121934.15625,121243.5625,121324.9296875,0
2025-10-08,121429.9296875,121856.6796875,121130.4453125,121808.734375,0
2025-10-08,121785.2734375,121871.3125,121392.9453125,121543.6484375,1436270592
2025-10-08,121623.265625,122833.2734375,121602.6484375,122434.9296875,1101258752
2025-10-08,122432.578125,122632.5390625,122420.46875,122514.234375,0
2025-10-08,122519.8984375,123079.453125,122519.8984375,122978.4765625,0
2025-10-08,122989.828125,123216.53125,122837.109375,122921.1796875,1669455872
2025-10-08,122921.0546875,123084.9609375,122613.3984375,122637.0546875,0
2025-10-08,122664.2734375,122762.3125,121875.8046875,122510.328125,0
2025-10-08,122655.7265625,123247.5625,122221.4609375,122278.796875,0
2025-10-08,122405.859375,122610.1796875,122015.6015625,122207.5234375,0
2025-10-08,122209.78125,123122.015625,122195.359375,123098.7890625,0
2025-10-08,123087.40625,124144.6328125,123042.96875,124141.4921875,423829504
2025-10-08,124093.4140625,124093.4140625,123515.9609375,123614.859375,506077184
2025-10-08,123507.84375,123745.0625,123235.5703125,123520.203125,0
2025-10-08,123500.1640625,123683.6953125,123054.9375,123054.9375,0
2025-10-08,122903.1953125,123357.859375,122903.1953125,123237,663265280
2025-10-08,123272.21875,123411.6796875,123272.21875,123315.6171875,0
2025-10-08,123287.7421875,123565.71875,123104.9296875,123358.421875,0
2025-10-09,123379.09375,123379.09375,122945.984375,123006.21875,0
2025-10-09,122934.8359375,122934.8359375,122418.8828125,122576.875,901435392
2025-10-09,122564.6953125,122564.6953125,121600.2578125,121616.1171875,0
2025-10-09,121650.609375,122106.1484375,121650.609375,122064.671875,0
2025-10-09,122070.1015625,122273.9453125,121983.2421875,122141.9609375,0
2025-10-09,122146.8671875,122194.0859375,121920.703125,122134.6328125,0
2025-10-09,122142.1875,122198.3984375,121948.625,121998.65625,0
2025-10-09,121986.71875,122073.34375,121833.1171875,121932.7265625,0
2025-10-09,121949.5859375,121967.671875,121191.40625,121332.3125,0
2025-10-09,121297.78125,121847.609375,121297.78125,121847.609375,966561792
2025-10-09,121811.203125,122326.6875,121713.640625,122215.1953125,0
2025-10-09,122223.5234375,122863.3203125,122223.5234375,122818.3671875,396902400
2025-10-09,122780.203125,123725.40625,122780.203125,123620.7265625,2027372544
2025-10-09,123600.5,123600.5,122435.5859375,122504.71875,527491072
2025-10-09,122435.25,122554.0546875,120868.7421875,121392.1875,3731177472
2025-10-09,121598.9765625,121717.75,120835.2109375,121213.40625,2855604224
2025-10-09,121196.8515625,121456.703125,120304.1328125,120304.1328125,1546694656
2025-10-09,119892.359375,120843.796875,119892.359375,120843.796875,2485108736
2025-10-09,121003.2421875,121012.2265625,120495.4453125,120744.4140625,779157504
2025-10-09,120821.0859375,121168.0546875,120821.0859375,121013.578125,383475712
2025-10-09,120998.796875,121205.7109375,120928.1484375,121165.140625,0
2025-10-09,121156.09375,121559.796875,121137.3125,121522.9375,1223712768
2025-10-09,121520.9765625,121806.3203125,121476.28125,121739.1015625,0
2025-10-09,121757.578125,121757.578125,121447.8515625,121709.9140625,1552769024
2025-10-10,121727.234375,121922.28125,121696.40625,121833.5546875,0
2025-10-10,121829.265625,121933.6328125,121610.4453125,121728.6328125,0
2025-10-10,121699.3671875,121699.3671875,121045.609375,121091.9296875,614883328
2025-10-10,121137.921875,121618.8671875,121037.40625,121161.203125,1677860864
2025-10-10,121151.4921875,121410.8984375,121141.046875,121284.40625,616955904
2025-10-10,121293.5234375,121623.5390625,121095.828125,121614.3671875,0
2025-10-10,121629.8203125,121770.28125,121321.5234375,121477.765625,1200832512
2025-10-10,121408.1953125,121408.1953125,121035.796875,121035.796875,2108727296
2025-10-10,120972.0234375,121636.5,120972.0234375,121636.5,0
2025-10-10,121603.0390625,121798.28125,121367.59375,121385.0546875,847249408
2025-10-10,121362.265625,121566.828125,121305.78125,121554.1875,0
2025-10-10,121545.40625,121686.375,121486.796875,121623.3125,0
2025-10-10,121604.1875,121739.6875,121485.609375,121638.5703125,0
2025-10-10,121661.59375,122498.6015625,121481.375,121673.265625,1834770432
2025-10-10,121720.0078125,122067.125,121245.9609375,121276.6484375,0
2025-10-10,120577.5390625,120577.5390625,118579.5390625,119072.296875,7388680192
2025-10-10,119040.3046875,119418.9765625,118343.828125,118343.828125,697090048
2025-10-10,118306.953125,118398.8984375,117658.609375,117743.9609375,1975549952
2025-10-10,117577.984375,117831.4609375,117310.21875,117310.21875,0
2025-10-10,117265.234375,117321.5546875,116060.9296875,116787.390625,7385464832
2025-10-10,116673,117144.265625,114047.453125,114527.5703125,0
2025-10-10,114253.625,115106.875,105270.140625,113937.875,40710152192
2025-10-10,113989.4453125,114259.5234375,112592.046875,114229.8515625,19809746944
2025-10-10,113923.53125,114864.328125,113074.953125,113074.953125,8839888896
2025-10-11,112980.5859375,113288.5625,111895.5546875,112762.6796875,5948424192
2025-10-11,112711.1796875,112711.1796875,111226.546875,111326.3359375,6381731840
2025-10-11,111256.3671875,113385.6484375,111256.3671875,113289.09375,7274381312
2025-10-11,113324.84375,113411.9609375,111990.3046875,112425.484375,2620997632
2025-10-11,112348.4609375,113060.8828125,111881.828125,113059.6015625,4138713088
2025-10-11,113060.890625,113060.890625,112168.8671875,112579.921875,1749942272
2025-10-11,112525.265625,112848.78125,112165.15625,112165.15625,888733696
2025-10-11,111847.40625,111847.40625,110320.6953125,110320.6953125,6356008960
2025-10-11,110451.0078125,111591.046875,110320.0859375,111530.3203125,3555377152
2025-10-11,111414.2578125,111939.734375,111414.2578125,111758.0625,4012392448
2025-10-11,111790.8359375,112368.1640625,111790.8359375,112218.7421875,2302148608
2025-10-11,112210.8359375,112437.953125,111812.5546875,112351.6875,1011253248
2025-10-11,112306.0703125,112555.0703125,112175.4140625,112473.3046875,4185358336
2025-10-11,112524.25,112617.640625,112049.0078125,112359,0
2025-10-11,112409.46875,112450.8359375,112040.984375,112057.8046875,0
2025-10-11,112102.6953125,112471.2109375,111975.2890625,111975.2890625,0
2025-10-11,111941.9765625,112201.03125,111607.5,111941.453125,0
2025-10-11,111996.8671875,112285.1484375,111864.59375,112111.984375,0
2025-10-11,112112.09375,112137.9453125,111980.4921875,112082.4453125,0
2025-10-11,112079.78125,112121.8203125,111060.015625,111225.9375,0
2025-10-11,111429.796875,111429.796875,109952.4453125,110234.7578125,0
2025-10-11,110412.15625,111105.40625,109817.7734375,111056,0
2025-10-11,111045.375,111371.9609375,110847.1953125,111165.25,0
2025-10-11,111170.8984375,111184.203125,110848.8515625,110855.59375,0
2025-10-12,110718.3671875,110718.3671875,109741.984375,109741.984375,0
2025-10-12,109796.3359375,110342.78125,109796.3359375,109983.421875,0
2025-10-12,110054.890625,110672.3359375,109730.1953125,110135.3046875,0
2025-10-12,110188.421875,111341.34375,110141.1171875,110776.8984375,0
2025-10-12,110781.1015625,111987.15625,110774.890625,111563.5078125,0
2025-10-12,111602.328125,111833.2421875,111358.3671875,111831.3046875,0
2025-10-12,111816.5390625,112004.6015625,111762.0625,111840.2109375,0
2025-10-12,111786.6875,112014.2109375,111613.5390625,111632.46875,0
2025-10-12,111657.7265625,111858.5859375,111426.6640625,111426.6640625,0
2025-10-12,111340.953125,111906.671875,111289.7421875,111906.671875,0
2025-10-12,111904.75,111992.7734375,111543.5625,111726.234375,0
2025-10-12,111751.640625,112069.140625,111628.4453125,111870.453125,0
2025-10-12,111882.265625,112211.7578125,111699.8984375,111801.3203125,0
2025-10-12,111832.5859375,111976.234375,111396.3671875,111396.3671875,1090932736
2025-10-12,111331.3671875,112940.7890625,111256.140625,112306.71875,2003034112
2025-10-12,112385.9609375,113726.7109375,112385.9609375,113342.6484375,8404549632
2025-10-12,113273.0703125,114722.65625,113273.0703125,114139.5234375,6210732032
2025-10-12,114123.8515625,114543.5625,113726.7890625,113885.8671875,2874335232
2025-10-12,113892.7109375,114293.5,113689.171875,113953.75,1399775232
2025-10-12,113951.6328125,114469.5546875,113951.6328125,114407.2109375,0
2025-10-12,114417.3203125,115322.6171875,114417.3203125,115134.28125,1293025280
2025-10-12,115021.296875,115578.5234375,114534.671875,114971.5546875,0
2025-10-12,115646.9140625,115714.765625,115230.6171875,115424.1875,3927678976
2025-10-12,115386.328125,115410.6640625,114878.5,115173.9453125,193511424
2025-10-13,115091.0390625,115899.328125,115013.0078125,115382.1796875,818102272
2025-10-13,115401.8515625,115830.015625,115242.71875,115827.6796875,0
2025-10-13,115809.7421875,115830.5703125,115179.5859375,115430.3828125,0
2025-10-13,115464.4375,115653.0625,114815.6875,114913.0625,0
2025-10-13,115022.8125,115067.359375,114571.9453125,114756.28125,1147207680
2025-10-13,114802.4765625,114843.28125,114634.71875,114680.359375,0
2025-10-13,114707.640625,115355.109375,114552.625,115302.96875,0
2025-10-13,115369.1171875,115600.234375,115150.8046875,115423.5,1755504640
2025-10-13,115449.609375,115484.5390625,115271.1484375,115484.5390625,18415616
2025-10-13,115282.1484375,115304.296875,114899.484375,115220.484375,0
2025-10-13,115199.8203125,115203.7265625,114877.9296875,114941.890625,989208576
2025-10-13,114940.3671875,114940.3671875,114033.171875,114382.3203125,1461837824
2025-10-13,114310.40625,114733.3203125,114075.6875,114475.484375,612876288
2025-10-13,114572.953125,115538.640625,114356.9375,115323.5859375,0
2025-10-13,115474.2734375,115474.2734375,113987.109375,114061.5703125,1284046848
2025-10-13,114271.984375,114611.3046875,114174.4921875,114502.875,0
2025-10-13,114424.1640625,115118.015625,114424.1640625,114806.5703125,0
2025-10-13,114721.3984375,115005.375,114358.5546875,114723.515625,0
2025-10-13,115032.96875,115410.921875,114854.578125,115247.6328125,77111296
2025-10-13,115230,115986.171875,115230,115891.1484375,123838464
2025-10-13,115924.75,115960.4140625,115554.1171875,115713.96875,0
2025-10-13,115820.9140625,115850.0703125,115678.5390625,115794.71875,0
2025-10-13,115806.6484375,115931.2578125,115587.96875,115614.1484375,0
2025-10-13,115581.765625,115581.765625,115133.953125,115251.4453125,0
2025-10-14,115261.4453125,115466.7734375,115036.328125,115056.4609375,0
2025-10-14,115052.53125,115075.4296875,114242.4375,114383.4296875,0
2025-10-14,114360.046875,114372.34375,113791.6796875,113828.171875,0
2025-10-14,113692.890625,113761.1875,113413.3671875,113584.578125,3134038016
2025-10-14,113622.3671875,113643.34375,112977.9140625,113098.4765625,0
2025-10-14,113129.8828125,113688.5078125,112516.3984375,112516.3984375,22880256
2025-10-14,112551.59375,112765.2734375,111697.3828125,112108.09375,4707483648
2025-10-14,112083.34375,112240.1484375,111616.8203125,111616.8203125,0
2025-10-14,111796.984375,112216.0859375,111664.53125,111930.25,2721259520
2025-10-14,111895.5546875,112075.796875,111207.609375,111366.0859375,0
2025-10-14,111374.0859375,111374.0859375,110187.1484375,110729.0234375,4637810688
2025-10-14,110722.8203125,111670.359375,110722.8203125,111449.859375,0
2025-10-14,111430.3046875,111430.3046875,110855.2265625,110855.2265625,0
2025-10-14,110885.3203125,111313.6796875,110034.8671875,110940.8671875,827686912
2025-10-14,111115.9921875,112173.921875,111115.9921875,111547.5703125,552673280
2025-10-14,111547.296875,112800.46875,111194.8359375,112735.875,1745027072
2025-10-14,112944.9140625,113178.6953125,112388,112405.046875,3964403712
2025-10-14,112184.21875,112927.9296875,111937.3125,112859.0078125,2636652544
2025-10-14,112853.375,113507,112743.2890625,112831.9140625,1191550976
2025-10-14,112985.8046875,113515.8671875,112170.1484375,112671.1171875,1630838784
2025-10-14,112735.984375,112992.75,112367.9140625,112983.46875,455106560
2025-10-14,113034.40625,113172.546875,112793.8828125,113172.546875,34611200
2025-10-14,113258.609375,113579.2890625,112943.5859375,113259.671875,1185120256
2025-10-14,113256.359375,113546.65625,113112.265625,113112.265625,267345920
2025-10-15,113084.546875,113128.6953125,112692.0234375,113029.125,149012480
2025-10-15,113031.4140625,113031.4140625,112437.3671875,112780.7890625,0
2025-10-15,112785.1796875,113559.046875,112756,112910.1171875,0
2025-10-15,112916.59375,112916.59375,111919.59375,112074.15625,772628480
2025-10-15,112084.0703125,112496.109375,111891.453125,112397.875,419807232
2025-10-15,112406.2578125,112692.6484375,112285.5234375,112474.53125,0
2025-10-15,112488.796875,112596.9921875,111979.2890625,112438.4921875,0
2025-10-15,112493.9609375,112740.828125,112370,112611.09375,0
2025-10-15,112617.3046875,113538.0859375,112617.3046875,113079.984375,1532633088
2025-10-15,112975.4609375,113139.46875,112507.5,112552.3359375,0
2025-10-15,112606.0859375,112717.0390625,112287.9921875,112316.296875,0
2025-10-15,112349.03125,112675.7109375,111992.0859375,111992.0859375,0
2025-10-15,111959.9453125,112175.3203125,111564.7109375,111745.390625,0
2025-10-15,111790.1015625,111961.6953125,110930.3359375,111505.1640625,0
2025-10-15,111505.421875,112285.265625,110953.421875,111120.3515625,529956864
2025-10-15,111168.921875,111506.2421875,110581.0546875,110767.4765625,631078912
2025-10-15,110846.453125,111115.53125,110717.375,110832.7734375,0
2025-10-15,110768.28125,111129.046875,110322.578125,111129.046875,0
2025-10-15,111201.7890625,111540.3515625,110933.671875,111540.3515625,0
2025-10-15,111404.9765625,111579.328125,111155.2890625,111323.5,0
2025-10-15,111416.5859375,111581.8125,110637.09375,111183.8125,0
2025-10-15,111168.546875,111481.75,110655.09375,110848.7265625,1439940608
2025-10-15,110918.046875,111402.1015625,110753.5703125,110753.5703125,0
2025-10-15,110748.9140625,111024.984375,110655.4921875,110777.1171875,0
2025-10-16,110797.3046875,110848.1484375,110431.5078125,110520.3828125,0
2025-10-16,110549.609375,111299.6953125,110549.609375,111299.6953125,297394176
2025-10-16,111404.0625,111588.0625,111110.1015625,111569.546875,0
2025-10-16,111566.3203125,111869.2265625,111498.2890625,111498.2890625,168927232
2025-10-16,111466.8515625,111686.7578125,110892.71875,111059.0703125,0
2025-10-16,111108.25,111424.875,110820.6015625,110976.796875,934944768
2025-10-16,111004.8359375,111718.0390625,111003.21875,111698.4765625,0
2025-10-16,111748.5703125,111748.5703125,110624.953125,110624.953125,1891753984
2025-10-16,110658.0859375,110892.7734375,110497.6484375,110851.3828125,0
2025-10-16,110862.6484375,111601.421875,109752.9921875,111266.2265625,3094724608
2025-10-16,111195.3828125,111700.3984375,111083.8515625,111498.1640625,1661419520
2025-10-16,111497.5234375,111550.84375,111122.9921875,111442.0859375,0
2025-10-16,111453.734375,111955.5625,111417,111656.5078125,0
2025-10-16,111585.7109375,111585.7109375,110916.8515625,110916.8515625,0
2025-10-16,110934.3359375,111424.1953125,109912.7265625,110598.7578125,1286307840
2025-10-16,110596.9140625,110777.6796875,108573.7421875,108573.7421875,2389278720
2025-10-16,108400.109375,109117.1796875,107870.609375,109117.1796875,6357524480
2025-10-16,109057.015625,109192.921875,108328.890625,108371.15625,1557315584
2025-10-16,108333,108648.046875,107810.6953125,108595.625,2486951936
2025-10-16,108621.8984375,108719.4765625,107800.3984375,108320.6640625,2922250240
2025-10-16,108226.6484375,108355.28125,107554.3515625,107785.3203125,169926656
2025-10-16,107975.4375,108462.453125,107693.546875,108437.5390625,0
2025-10-16,108307.46875,108402.265625,107827.1796875,107827.1796875,1112309760
2025-10-16,107840.515625,108331.5234375,107840.515625,108148.265625,432857088
2025-10-17,108110.6875,108763.5546875,108016.4140625,108763.5546875,0
2025-10-17,108784.2578125,109108.3984375,108570.8125,108800.3828125,761987072
2025-10-17,108793.015625,108994.234375,108430.0859375,108994.234375,0
2025-10-17,108997.2109375,109190.796875,108946.328125,109190.796875,0
